event_id,user_id,session_id,product_id,event_type,event_time,device
c386a818-222b-47da-9fb7-1b34fea784ff,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,3850,view,2026-01-29 10:25:33.732043,tablet
df86a39c-cde7-432c-8124-dec9fc4edc73,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,3850,cart,2026-01-29 10:26:32.732043,tablet
e4073287-c1e6-425d-b8f9-15436aa2a6be,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,3850,purchase,2026-01-29 10:28:27.732043,tablet
d0527170-70b6-442a-9bf4-3c0c78ded8d9,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,419,view,2026-01-29 10:28:43.732043,desktop
d0501f94-494d-4639-8e9d-6b4e69803241,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,419,cart,2026-01-29 10:29:28.732043,desktop
68f19b43-3475-44c6-8141-009a9510abf6,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,419,purchase,2026-01-29 10:31:28.732043,desktop
a4b80178-da6b-4e56-94de-d7704460fdf2,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,600,view,2026-01-29 10:31:57.732043,mobile
3b6f3029-0e04-4167-a973-4e5945c46d7f,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,3962,view,2026-01-29 10:32:54.732043,tablet
e12e53d7-121a-4b60-bb67-b9350190a638,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,31668,view,2026-01-29 10:34:22.732043,tablet
9606b0fd-e170-4bc2-93a7-4f8f1aab6a82,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,34880,view,2026-01-29 10:34:32.732043,tablet
6fe96d48-a063-45a7-80da-cce84881b443,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,34696,view,2026-01-29 10:34:44.732043,tablet
b1dfcc76-c4ef-4cff-99b9-86841f1d6f08,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,34696,cart,2026-01-29 10:35:07.732043,tablet
c8e33863-347b-4a2a-89b8-d9b47daaf836,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,34696,purchase,2026-01-29 10:37:06.732043,tablet
c78f96a4-0759-4fe1-ac94-ef141f81ec9a,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,28219,view,2026-01-29 10:38:42.732043,mobile
27fa9144-8db7-4cc6-b9ed-078cc758ac01,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,28219,cart,2026-01-29 10:38:53.732043,mobile
32dcfbaa-34f3-4b32-8e3e-df0f85eb8cbd,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,28219,purchase,2026-01-29 10:39:53.732043,mobile
686afc30-c5f3-4f03-aa17-07e8db2e62bc,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,40618,view,2026-01-29 10:40:27.732043,tablet
0bebca87-3a7d-4606-a31b-d0dd4ceb4417,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,40618,cart,2026-01-29 10:40:54.732043,tablet
758c2715-5f1b-40d0-88e3-2ad68dadd894,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,40618,purchase,2026-01-29 10:42:14.732043,tablet
a2c6dbf4-f132-4b36-9d80-4a328d1d2c01,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,24449,view,2026-01-29 10:42:34.732043,desktop
bc5f180f-8df1-4119-bd14-aa00ed5805f8,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,45695,view,2026-01-29 10:43:15.732043,mobile
95b16eaf-0a95-4622-8548-2cfbe2dd7c03,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,45695,cart,2026-01-29 10:44:12.732043,mobile
e02e0a3b-aa73-48ea-8452-f2aaf1486291,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,42592,view,2026-01-29 10:45:45.732043,mobile
c5097095-b4ed-4943-9de6-6682b7c2f79d,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,42592,cart,2026-01-29 10:46:14.732043,mobile
af59aa61-8f81-4bee-8b98-46378bb07ab8,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,42592,purchase,2026-01-29 10:47:44.732043,mobile
360decc9-d9d3-4c44-9277-3661ffca6556,939,4e8ba25e-6746-4a53-ac69-d9a8d94901c1,41730,view,2026-01-29 10:48:01.732043,mobile
f9f31ae6-0e13-417a-ad8a-70dd6cfe09c0,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,21711,view,2026-01-24 12:12:33.732043,tablet
495a9f6c-87df-4949-94af-8c4537430330,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,34614,view,2026-01-24 12:12:55.732043,mobile
71c8230b-2221-461c-9c44-616d74cd8554,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,34614,cart,2026-01-24 12:13:55.732043,mobile
6280f47b-c1f9-4f5c-a678-f2157a6d8870,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,31163,view,2026-01-24 12:15:17.732043,desktop
675dc369-a8c9-41f5-a375-bad527b82d64,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,31163,cart,2026-01-24 12:15:26.732043,desktop
0928e7a2-6be5-47db-9c6f-c12c8c3322a8,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,35589,view,2026-01-24 12:16:11.732043,tablet
af2962c2-a1ff-4da4-9bba-03de69d127a8,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,20611,view,2026-01-24 12:16:43.732043,mobile
04f7d2cc-d760-4b05-a4d9-53d684949882,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,9450,view,2026-01-24 12:18:08.732043,tablet
bb042d47-dac4-4b9e-a344-2b0cbeace28c,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,19614,view,2026-01-24 12:18:27.732043,mobile
9955770c-1a1c-4042-b3c8-eee67176b861,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,25504,view,2026-01-24 12:19:49.732043,tablet
49dc307a-962b-4621-b3b2-f973f24ad31f,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,25156,view,2026-01-24 12:20:41.732043,tablet
96a67148-358e-47e1-bb1f-a30a2836e81a,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,25156,cart,2026-01-24 12:21:30.732043,tablet
6273ab87-950d-4a14-b429-b52c3886fd41,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,48855,view,2026-01-24 12:22:44.732043,desktop
48b64416-ca0a-410a-bf8d-9512ef858942,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,48855,cart,2026-01-24 12:23:16.732043,desktop
2e7d7964-7952-4e43-9b39-adbf8d4e57e9,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,48855,purchase,2026-01-24 12:23:55.732043,desktop
22ab55c5-9ade-4d44-87c5-f7c648c6f91c,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,39661,view,2026-01-24 12:24:48.732043,tablet
4196f606-8212-4ba3-a59b-31c6713468c2,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,21390,view,2026-01-24 12:25:48.732043,mobile
c49db3e2-0951-4c94-8fc6-55085d4db0a5,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,29528,view,2026-01-24 12:27:38.732043,desktop
49adb96c-4654-44bf-bf3f-8372c5c73f2b,512,36c49b47-6c3d-4a57-8355-b0f306d6088f,29528,cart,2026-01-24 12:28:18.732043,desktop
bfe51f57-bd32-4e34-8628-ef2bbd7b2fcf,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,24909,view,2026-01-31 10:11:33.732043,mobile
1d0ddab0-f830-47eb-b9c4-f1fcd0cef2b5,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,16152,view,2026-01-31 10:12:20.732043,tablet
8d022569-5dc9-497d-85c6-4a769f10354e,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,16152,cart,2026-01-31 10:12:42.732043,tablet
320fa4cd-4af6-4c70-960c-347f7e547a66,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,16152,purchase,2026-01-31 10:14:33.732043,tablet
d8611027-042b-4b9c-9cf4-6f0391cfb58b,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,48475,view,2026-01-31 10:15:02.732043,desktop
54373b1f-102a-4f98-a5ea-62a63dddb850,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,5998,view,2026-01-31 10:15:25.732043,mobile
ff99fe2e-6e5a-4c31-b0a6-be7331f405fa,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,23588,view,2026-01-31 10:16:31.732043,desktop
50802e0c-a770-4ea7-b196-fc68ef8ba73e,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,23588,cart,2026-01-31 10:16:41.732043,desktop
ef297d74-43ac-4220-9126-671690dd2143,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,23588,purchase,2026-01-31 10:18:08.732043,desktop
7e46dce2-0e23-4f1f-889f-c976a845778a,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,36356,view,2026-01-31 10:19:29.732043,tablet
4743ab7f-930d-4053-b0db-1d3ee79574be,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,5874,view,2026-01-31 10:19:42.732043,desktop
35df7e5a-c0ef-4516-bafd-33f641551e57,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,39194,view,2026-01-31 10:21:08.732043,desktop
25802498-8897-42cc-a643-672207da2987,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,19127,view,2026-01-31 10:21:19.732043,desktop
4609bc01-5228-4f73-b1e3-3b86d63cb540,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,47504,view,2026-01-31 10:21:39.732043,tablet
3e99d75b-6ee8-439d-8aaf-4d63d069fcc7,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,37484,view,2026-01-31 10:22:20.732043,tablet
5e956a29-2645-4111-b657-0165d50e93f6,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,37484,cart,2026-01-31 10:22:49.732043,tablet
84fe5910-f23c-414e-b6be-d3e18297141b,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,37484,purchase,2026-01-31 10:23:53.732043,tablet
91e11d8f-a9de-450d-adbd-1472a36a1d3a,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,17591,view,2026-01-31 10:24:41.732043,desktop
4fa23a33-75cd-4b9f-b245-9278d8c67488,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,17591,cart,2026-01-31 10:24:56.732043,desktop
3ae8a23b-79c6-47a6-a412-e81d6cbbcac8,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,17591,purchase,2026-01-31 10:26:19.732043,desktop
a8c27807-b2fb-4408-98f1-1703d7676243,191,9fdc952c-26f3-4195-aac6-c0b5619dde79,31735,view,2026-01-31 10:27:07.732043,mobile
523b26c2-9e67-4438-bb48-fa0f78257df2,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,38916,view,2026-02-02 04:58:33.732043,tablet
4a3c5b6a-3eb6-4355-a584-0faa98ee89b0,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,38916,cart,2026-02-02 04:58:44.732043,tablet
0ac5af44-a8ce-43b3-8207-c8b362335907,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,38916,purchase,2026-02-02 04:59:14.732043,tablet
57de611b-fb60-4c21-94b3-bb1699d8f03e,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,21773,view,2026-02-02 05:00:14.732043,tablet
cba14d02-c8fe-44fe-b338-7ef18568b084,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,21597,view,2026-02-02 05:02:14.732043,desktop
1a200089-3d14-468e-a082-2c50e911cc90,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,42667,view,2026-02-02 05:04:08.732043,tablet
1e4e3f05-e251-4b30-a536-82300723fbad,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,42667,cart,2026-02-02 05:04:33.732043,tablet
b5402ff6-da26-4257-ae98-b46db7053af0,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,13164,view,2026-02-02 05:06:11.732043,desktop
5bd55509-585f-4a5d-a010-83535f83c227,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,20916,view,2026-02-02 05:07:11.732043,desktop
1e933240-bd40-4ce4-a0cd-616e43750150,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,32179,view,2026-02-02 05:08:42.732043,tablet
52323d49-3e80-4ecb-86af-1fda39797e09,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,24646,view,2026-02-02 05:09:33.732043,desktop
167b7393-8256-4a00-9b3a-3c486d9923f8,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,23922,view,2026-02-02 05:10:33.732043,mobile
6de49861-5fd4-48df-bf31-034cc8d54541,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,38813,view,2026-02-02 05:11:08.732043,tablet
1d8adfc2-e9c7-4b90-b922-fda079541040,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,38813,cart,2026-02-02 05:12:02.732043,tablet
559e64ba-2ffe-4ffd-a84d-cdd6e9108279,739,d502cf3c-bb9e-4c65-a668-09d87797a6c2,38813,purchase,2026-02-02 05:13:31.732043,tablet
33f89515-b9e4-4fe6-9882-20591d05bb1c,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,19093,view,2026-01-24 17:10:33.732043,tablet
b8999a58-28f9-46d9-90bf-bf8ade7e686e,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,19093,cart,2026-01-24 17:11:32.732043,tablet
f339400d-f31c-436c-9976-da200ea2e8f7,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,44105,view,2026-01-24 17:12:34.732043,desktop
e82ae594-4364-4666-b2b6-6911ccd55118,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,44105,cart,2026-01-24 17:12:58.732043,desktop
6ea60ee2-ff24-4c28-af5c-89989a3f79ed,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,44105,purchase,2026-01-24 17:14:52.732043,desktop
22e715b4-674c-49d9-aecd-a7b5e0ab7f2f,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,46874,view,2026-01-24 17:15:21.732043,desktop
dcdd601a-28b4-407b-8898-6dc2a2385af7,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,29431,view,2026-01-24 17:15:40.732043,tablet
d517433d-9d0b-430f-a3a7-1366a253baaf,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,35021,view,2026-01-24 17:16:41.732043,tablet
4104f805-d583-4b1e-863f-a1ea17f227f7,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,27414,view,2026-01-24 17:18:19.732043,tablet
8589b0e3-5240-4ed6-85c4-c55920c18fcf,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,27414,cart,2026-01-24 17:18:47.732043,tablet
a6653143-8ba3-4749-bb05-984cc020701f,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,35187,view,2026-01-24 17:20:40.732043,tablet
1f3c9efd-0473-4834-8a4c-3849609c08f6,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,7168,view,2026-01-24 17:21:00.732043,mobile
ab790901-a797-47e8-912e-bbc470eafa35,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,10902,view,2026-01-24 17:21:55.732043,tablet
f7e467ed-0101-46af-8b02-f6607243dc68,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,42273,view,2026-01-24 17:23:17.732043,tablet
b18cabcf-379b-45d7-8a7a-04f2625252ac,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,21732,view,2026-01-24 17:25:03.732043,desktop
88556d76-d944-40e6-aae3-a42485470aaf,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,21732,cart,2026-01-24 17:25:14.732043,desktop
1b7ac5f7-e3be-4347-b878-f06a2f7ee40e,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,21732,purchase,2026-01-24 17:26:49.732043,desktop
1c1a8996-95ad-4a59-882c-8150cd8c8122,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,34000,view,2026-01-24 17:28:34.732043,tablet
2b6dd1c8-7709-4274-9df2-44d9edb98811,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,14486,view,2026-01-24 17:29:57.732043,desktop
a4f0c5c9-3cf7-4fcd-8bca-0d689fd33e92,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,44536,view,2026-01-24 17:31:06.732043,tablet
b76f07cc-00e4-4d90-b52c-00acab5f3cdb,215,ecc20bc8-4727-45b0-a416-8292d1d5222c,22608,view,2026-01-24 17:31:35.732043,mobile
22aec6ec-9f0b-4ca0-b98d-73c9298229e6,426,e95b5b0f-c397-477c-a80a-68972aeb752b,47852,view,2026-01-08 16:02:33.732043,mobile
2e6cfbaf-d997-44d4-af22-9d14cf980e09,426,e95b5b0f-c397-477c-a80a-68972aeb752b,29841,view,2026-01-08 16:03:26.732043,mobile
9f45927d-d7a0-4efb-b5a1-eba6ba43f272,426,e95b5b0f-c397-477c-a80a-68972aeb752b,31206,view,2026-01-08 16:04:20.732043,mobile
152129cb-6668-4cdc-806b-3173b0329b35,426,e95b5b0f-c397-477c-a80a-68972aeb752b,29652,view,2026-01-08 16:05:59.732043,desktop
125e453c-ed23-4b31-abe3-c73c0bf21a81,426,e95b5b0f-c397-477c-a80a-68972aeb752b,29652,cart,2026-01-08 16:06:06.732043,desktop
06cc2e2e-28de-4d7f-bc81-0b2f71da06ba,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,7168,view,2026-01-20 08:59:33.732043,tablet
cc12925d-ea84-4873-9718-9460b536cab2,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,15986,view,2026-01-20 09:01:17.732043,tablet
e25b2123-778e-433a-a2ab-0b07a6a26e6e,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,15986,cart,2026-01-20 09:01:32.732043,tablet
a62b85ea-495d-40a5-9be7-02dd76ca6a37,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,15986,purchase,2026-01-20 09:02:56.732043,tablet
05b5cb7a-6cc1-449f-80b3-7a96d96446c7,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,15195,view,2026-01-20 09:04:05.732043,desktop
9eea89fa-41c4-49c0-94a5-767b37f5a2de,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,41975,view,2026-01-20 09:04:38.732043,tablet
0ce0df31-22ad-4c2f-be1b-705f5076f438,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,48326,view,2026-01-20 09:04:51.732043,tablet
e9f60dac-7c29-44a5-9bd5-e13d1691eb4b,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,38811,view,2026-01-20 09:05:58.732043,desktop
063d4ccd-9f41-48a0-ac08-2b61c737cc63,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,14077,view,2026-01-20 09:07:38.732043,mobile
5ee91f70-26ec-4450-b732-23d7a8cd5faf,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,14077,cart,2026-01-20 09:08:28.732043,mobile
91c5dde9-564d-443d-ae32-16fa84112f9e,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,37838,view,2026-01-20 09:08:46.732043,mobile
40b1ce87-dad4-4c07-b02a-68e5b4f7ad26,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,12253,view,2026-01-20 09:10:04.732043,desktop
db9779c1-f51e-4b63-9629-72ef1d65a79d,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,7469,view,2026-01-20 09:11:12.732043,desktop
ac098b4b-62a0-4f3f-aa5f-e325d31f43dc,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,34585,view,2026-01-20 09:12:24.732043,tablet
59d74ca4-2018-491f-a477-f780acb186d3,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,40063,view,2026-01-20 09:13:23.732043,desktop
9b47cf3d-6650-48a2-ab4f-834219914b42,24,98b7fda1-d1ff-42a1-83e1-fc0cfb6bb6ec,23068,view,2026-01-20 09:14:17.732043,desktop
1bfe41e7-0d28-4eb8-abeb-8282d345d439,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,38678,view,2026-01-18 07:09:33.732043,mobile
21380654-c7a9-4fc0-8fc8-cbda374b4a14,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,7725,view,2026-01-18 07:10:23.732043,mobile
77b972c8-3e70-4c67-8ce7-527b7d17949f,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,24465,view,2026-01-18 07:10:56.732043,tablet
20e043e1-1c10-4d86-8075-293505761aa1,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,24465,cart,2026-01-18 07:11:25.732043,tablet
d4d6468f-a0a6-43ab-aa5d-079c1ba825a6,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,24465,purchase,2026-01-18 07:12:12.732043,tablet
56814a85-772d-45ff-a6ae-104e9fc35859,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,25147,view,2026-01-18 07:13:35.732043,desktop
2f1e44a6-6064-480b-b660-a80adbe1fff5,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,25147,cart,2026-01-18 07:14:20.732043,desktop
f3f507bf-15a0-41f4-b7c5-fc50e733f5ed,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,25147,purchase,2026-01-18 07:16:12.732043,desktop
52ce97c2-ea72-424f-a16a-91117d8f3170,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,36367,view,2026-01-18 07:16:44.732043,mobile
89287a43-cba1-40fd-ac03-e74b7afe3a44,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,12262,view,2026-01-18 07:17:11.732043,desktop
134fcc0e-ec36-4d67-9a3b-c0ea8049be66,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,3514,view,2026-01-18 07:18:40.732043,desktop
3886222c-9583-4218-89d3-34ef8989ab08,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,8948,view,2026-01-18 07:19:52.732043,mobile
44860afe-6832-4151-85f0-039afeccf39c,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,33125,view,2026-01-18 07:21:13.732043,tablet
b233968f-0285-426e-b986-5b9294b30034,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,32226,view,2026-01-18 07:22:50.732043,desktop
27b08d32-f513-4235-9526-ccff87641a35,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,32028,view,2026-01-18 07:23:56.732043,mobile
09984180-266a-4c47-b1f1-79b4b069c04e,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,32028,cart,2026-01-18 07:24:02.732043,mobile
bb70e1c9-bd08-4cc5-a7d0-4c695f30feaa,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,19143,view,2026-01-18 07:24:40.732043,mobile
54138e2d-0caf-4b45-b8db-be194ff6ae2f,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,19143,cart,2026-01-18 07:25:19.732043,mobile
25d63817-5cf5-4c3e-8c0a-69263274ee63,690,ef347a10-f60d-4168-b35f-ffaf8bb52382,19143,purchase,2026-01-18 07:26:47.732043,mobile
